ut,n_cits,depth,dependence,pub_year
000296524200011,119,1.327731092,1.806722689,2011
000220823000014,118,0.906779661,1.974576271,2004
000267368100003,118,2.288135593,1.915254237,2009
000262424900004,117,0.829059829,0.777777778,2009
000283045300045,117,1.170940171,2.282051282,2010
000245989900010,116,2.017241379,1.336206897,2007
000276778300010,116,1.482758621,2.25,2010
000179602300002,115,1.304347826,0.304347826,2002
000185851200005,115,2.913043478,1.765217391,2003
000236794900008,115,0.87826087,0.504347826,2006
000257812700001,115,1.834782609,0.973913043,2008
000322132100004,115,0.695652174,1.165217391,2013
000363213000004,115,0.104347826,0.4,2015
000188438700032,114,3.447368421,2.649122807,2004
000221114200011,114,1.307017544,0.701754386,2004
000233312100002,114,5.087719298,0.00877193,2005
000237888500012,114,4.122807018,2.043859649,2006
000260903700007,114,0.535087719,0.719298246,2008
000270250900014,114,1.026315789,2.50877193,2009
000288733600011,113,0.752212389,2.389380531,2011
000258582600015,112,5.214285714,1.473214286,2008
000176415400004,111,2.837837838,0.414414414,2002
000246678500011,111,2.594594595,2.54954955,2007
000263935100004,111,2.018018018,1.675675676,2009
000087779000040,110,0.863636364,0.054545455,2000
000268350900009,110,1.609090909,2.790909091,2009
000270116800003,110,0.709090909,1.372727273,2009
000171753100007,109,6.678899083,5.596330275,2001
000183501500006,109,2.055045872,1.321100917,2003
000263512000002,109,0.972477064,0.385321101,2009
000346856600034,109,2.779816514,1.80733945,2015
000167098100002,108,1.990740741,2.388888889,2001
000323388100001,108,0.935185185,1.842592593,2013
000251368500005,107,2.401869159,1.906542056,2007
000253831700001,107,2.08411215,1.747663551,2007
000258704300001,107,0.887850467,0.728971963,2008
000248943100005,106,1.301886792,0.132075472,2007
000260003800006,106,2.660377358,0.924528302,2008
000361184500003,106,1.254716981,1.91509434,2015
000234340900015,105,1.533333333,0.571428571,2006
000278943600011,105,0.638095238,1.20952381,2010
000302157900015,105,0.685714286,4.076190476,2012
000170972300007,104,0.951923077,0.019230769,2001
000242813600013,104,0.519230769,2.336538462,2007
000176002200004,103,1.941747573,1.669902913,2002
000303660100006,103,0.368932039,1.640776699,2012
000238011100003,102,0.911764706,0.235294118,2006
000245122400013,102,0.901960784,1.784313725,2007
000253644900007,102,1.68627451,0.617647059,2007
000254801100002,102,1.862745098,2.156862745,2008
000266892700002,102,0.647058824,1.196078431,2009
000278543600021,102,4.078431373,2.029411765,2010
000291953800013,102,2.980392157,4.343137255,2011
000222448100031,101,1.603960396,1.524752475,2004
000248706200011,101,1.04950495,2.316831683,2007
000269090000009,101,3.306930693,3.247524752,2009
000086651400006,100,1.59,1.25,2000
000242813600014,100,0.96,2.33,2007
000085077800027,99,2.02020202,0.111111111,2000
000086511800010,99,1.939393939,1.97979798,2000
000220392700017,99,1.808080808,1.747474747,2004
000176415500002,98,2.908163265,1.775510204,2002
000181414100005,98,4.867346939,5.653061224,2003
000229009300011,98,1.520408163,2.683673469,2005
000238005200001,98,1.081632653,0.602040816,2006
000251834700010,98,0.867346939,1.357142857,2007
000267144200006,98,1.704081633,2.510204082,2009
000295047500005,98,0.734693878,0.836734694,2011
000335583300002,98,2.56122449,1.969387755,2014
000228999100010,97,2.742268041,1.402061856,2005
000258582600003,97,1.556701031,3.515463918,2008
000343609900036,97,2.484536082,2.618556701,2014
000289792600003,96,1.145833333,2.229166667,2011
000302478200012,96,5.53125,1.083333333,2012
000180350600008,95,0.905263158,0.210526316,2003
000182710300003,95,1.252631579,2.673684211,2003
000266914500011,95,0.778947368,1.210526316,2009
000289109600041,95,2.147368421,3.073684211,2011
000165521100003,94,1.382978723,1.861702128,2001
000271199600005,94,1.617021277,1.872340426,2009
000276976200005,94,0.627659574,0.680851064,2010
000088919400007,93,1.806451613,0.731182796,2000
000176002200009,93,0.956989247,2.655913978,2002
000224942800002,93,1,1.139784946,2004
000242279700003,93,1.623655914,3.440860215,2006
000288437200001,93,0.903225806,2.483870968,2010
000312160500001,93,0.494623656,0.946236559,2012
000312164800001,93,0.924731183,1.107526882,2012
000186999600007,92,3.434782609,0.782608696,2003
000223044400018,92,0.554347826,0.315217391,2004
000233737800014,92,0.630434783,0.065217391,2005
000265506000005,92,0.717391304,0.956521739,2009
000283090300008,92,1.054347826,3.239130435,2010
000294512000013,92,0.815217391,0.75,2011
000167170600006,91,4.703296703,2.252747253,2001
000207443700021,91,1.989010989,1.769230769,2006
000222597100007,91,1.494505495,1.406593407,2004
000225744000004,91,1.32967033,5.274725275,2005
000286687300005,91,2.208791209,0.538461538,2011
000170286900004,90,1.866666667,0.455555556,2001
000185099800015,90,2.088888889,0.2,2003
000260638900007,90,1.833333333,0.755555556,2009
000271478500001,90,0.577777778,1.277777778,2009
000316387000001,90,0.566666667,4.866666667,2013
000169989400001,89,2.382022472,0.584269663,2001
000176322100004,89,0.719101124,1.02247191,2002
000183564500011,89,1.08988764,0.674157303,2003
000235870100002,89,2.471910112,2.640449438,2006
000305341500068,89,1.561797753,1.348314607,2012
000310550000002,89,0.494382022,0.808988764,2012
000315559900080,89,1,3.02247191,2013
000332526500011,89,0.550561798,0.393258427,2014
000186999600003,88,1.931818182,1.295454545,2003
000356251800039,88,0.75,3.363636364,2015
000183438900008,87,1.034482759,0.666666667,2003
000186610800006,87,3.712643678,2.034482759,2003
000228452400001,87,3.448275862,0.183908046,2005
000248696500003,87,0.689655172,3.16091954,2007
000369017300015,87,0.505747126,1.701149425,2016
000084759100010,86,1.88372093,1.744186047,2000
000180834700006,86,0.720930233,0.744186047,2003
000254813200022,86,2.023255814,0.802325581,2008
000274107000004,86,1.465116279,0.686046512,2010
000297350300002,86,0.325581395,0.11627907,2011
000305398400008,86,0.5,0.372093023,2012
000178366100004,85,5.764705882,4.647058824,2002
000184638300011,85,1.082352941,0.188235294,2003
000221154000026,85,2.705882353,2.529411765,2004
000232664200001,85,1.129411765,1.117647059,2005
000239300600018,85,2.070588235,0.564705882,2006
000085574700022,84,2,2.80952381,2000
000188424200005,84,1.821428571,1.071428571,2004
000208131400009,84,2,2.071428571,2004
000221220800003,84,1.654761905,1.595238095,2004
000226791500008,84,0.619047619,0.80952381,2005
000292360100002,84,1.345238095,2.202380952,2011
000314753500003,84,1.214285714,1.511904762,2013
000232598300006,83,0.795180723,0.578313253,2005
000240392200007,83,2.072289157,0.710843373,2006
000246426500002,83,2.662650602,3.903614458,2007
000248059900004,83,0.674698795,1.277108434,2007
000248247400014,83,2.228915663,2.048192771,2007
000263478400031,83,1.518072289,1.277108434,2009
000085235400006,82,0.609756098,0.024390244,2000
000086782800016,82,1.37804878,0.097560976,2000
000167950400006,82,1.134146341,0,2001
000225084700002,82,1.256097561,2.463414634,2004
000225716600004,82,1.341463415,1.695121951,2004
000227040500001,82,1.073170732,2.914634146,2005
000245760200104,82,0.731707317,2.317073171,2007
000250124200010,82,1.073170732,1.06097561,2007
000255072100001,82,2.463414634,2.780487805,2008
000259455500008,82,1.524390244,2.024390244,2008
000273155100001,82,0.390243902,1.585365854,2010
000294802800004,82,1.231707317,3.597560976,2011
000355979500040,82,0.243902439,0.158536585,2015
000084513300005,81,2.333333333,1.185185185,2000
000223734100015,81,1.382716049,0.740740741,2004
000231332600007,81,3.641975309,0.839506173,2005
000240477000008,81,3.209876543,2.802469136,2006
000266892700003,81,1.518518519,2.037037037,2009
000284231100003,81,0.790123457,2.654320988,2010
000285626000012,81,2.148148148,4.87654321,2011
000296207200010,81,0.679012346,0.913580247,2011
000302157900009,81,0.62962963,3.604938272,2012
000303627600009,81,1.12345679,2.074074074,2012
000345527400010,81,1.148148148,4.074074074,2014
000179904000003,80,2.575,5.1,2003
000207445700005,80,1.1125,1.425,2007
000239526000007,80,3.175,0.9875,2006
000243492000031,80,0.5,0.475,2007
000260289500004,80,1.425,1.75,2008
000262548400003,80,0.725,1.775,2009
000263512000001,80,0.45,2.125,2009
000265496100022,80,0.5375,0.8375,2009
000310601300002,80,2.1375,0.775,2012
000232598300005,79,1.898734177,1.949367089,2005
000261950100003,79,0.632911392,1.392405063,2009
000270979000020,79,0.443037975,1.17721519,2009
000318687800013,79,0.632911392,0.582278481,2013
000231332600009,78,0.871794872,0.884615385,2005
000234599100001,78,1.948717949,0.012820513,2005
000240570700016,78,0.423076923,0.192307692,2006
000242813600004,78,2.141025641,0.141025641,2007
000243443100002,78,1.064102564,1.166666667,2007
000244345300004,78,3.217948718,0.474358974,2006
000258808900006,78,3.666666667,2.128205128,2008
000338985700031,78,0.730769231,1.320512821,2014
000176415400003,77,5.701298701,2.636363636,2002
000177819400002,77,1.480519481,0.493506494,2002
000181393300007,77,0.623376623,1.623376623,2003
000229005500010,77,1.363636364,1.051948052,2005
000235451900009,77,1.285714286,0.662337662,2006
000252808500007,77,2.675324675,1.636363636,2008
000279744600001,77,0.922077922,1.506493506,2010
000282332200003,77,1.519480519,3.623376623,2010
000296453900005,77,1.714285714,2.87012987,2011
000177967300004,76,4.947368421,5.855263158,2002
000186575100006,76,2.421052632,0.881578947,2003
000239300600013,76,0.631578947,0.618421053,2006
000240391500006,76,0.907894737,1.75,2006
000240477000012,76,3,0.934210526,2006
000285626000021,76,3.223684211,1.157894737,2011
000323384600011,76,0.447368421,0.460526316,2013
000326557600001,76,0.684210526,3.5,2013
000166351400003,75,0.613333333,0.813333333,2000
000175172000001,75,1.2,0.413333333,2002
000221275100003,75,0.72,0.32,2004
000260586500027,75,1.333333333,1.426666667,2008
000280947400018,75,1.026666667,0.853333333,2010
000288556000008,75,0.96,1.426666667,2011
000326811500007,75,0.546666667,1.533333333,2013
000327920400011,75,0.973333333,2.48,2013
000088919100002,74,1.162162162,0.540540541,2000
000223177700010,74,2.932432432,2.716216216,2004
000256076800004,74,3.932432432,2.135135135,2008
000292210400004,74,3.283783784,2.891891892,2011
000165666100001,73,1.246575342,1.356164384,2000
000176374100008,73,1.095890411,1.150684932,2002
000178237100006,73,0.98630137,0.397260274,2002
000206302000007,73,1.602739726,1.863013699,2007
000224500600010,73,1.123287671,0.575342466,2004
000227847200003,73,0.767123288,0.547945205,2004
000248080300003,73,2.232876712,0.01369863,2007
000255094900001,73,0.97260274,0.97260274,2008
000264367600008,73,0.767123288,2.082191781,2009
000282287000033,73,1.561643836,1.95890411,2010
000287665900006,73,0.684931507,1.178082192,2011
000292242200005,73,0.849315068,2.082191781,2011
000298199200010,73,0.97260274,0.246575342,2012
000343609900015,73,2.04109589,1.547945205,2014
000216590300001,72,0.708333333,1.027777778,2015
000233244000005,72,0.583333333,0.444444444,2005
000245628400003,72,0.722222222,0.361111111,2007
000253974300004,72,2.236111111,2.361111111,2007
000275417400015,72,0.930555556,2.763888889,2010
000283717800004,72,2.388888889,1.097222222,2010
000286910500014,72,1.222222222,0.708333333,2011
000320758200001,72,0.388888889,2.902777778,2013
000336829100002,72,0.444444444,1.152777778,2014
000089449100011,71,1.38028169,0.338028169,2000
000185851200006,71,2.802816901,2.591549296,2003
000233715900001,71,0.873239437,0.197183099,2005
000238967100011,71,2.23943662,1.281690141,2006
000246373000001,71,2,0.943661972,2007
000256779500010,71,1.281690141,1.084507042,2008
000264367600009,71,0.464788732,2.323943662,2009
000272032000007,71,1.154929577,0.38028169,2009
000285626000008,71,1.225352113,3.577464789,2011
000314753500017,71,1.056338028,1.605633803,2013
000168598000006,70,0.985714286,1.071428571,2001
000172742200014,70,1.514285714,0,2001
000174950800009,70,1.314285714,0.4,2002
000180662400006,70,3.957142857,0.571428571,2003
000181238300008,70,1.671428571,0.4,2003
000186575100004,70,2.3,0.457142857,2003
000223805800020,70,1.371428571,0.357142857,2004
000234235900031,70,0.914285714,0.314285714,2005
000234490500009,70,1.685714286,1.3,2006
000246379300014,70,3.4,2.071428571,2007
000254486000003,70,1.242857143,1.514285714,2008
000267107100001,70,0.642857143,1.814285714,2009
000276499500012,70,2.428571429,1.6,2010
000310230400009,70,2.042857143,1.842857143,2012
000207667000011,69,2.115942029,2.434782609,2008
000257767400005,69,2.347826087,3.565217391,2008
000269602200006,69,1.753623188,1.956521739,2009
000272631100001,69,1.144927536,1.550724638,2010
000169909700009,68,2.264705882,0.911764706,2001
000228999100006,68,2.720588235,2.470588235,2005
000234603800008,68,1.279411765,0.764705882,2006
000244495100004,68,1.117647059,1,2007
000248142600007,68,1.279411765,1.132352941,2007
000250741100010,68,1.838235294,1.147058824,2007
000251830300011,68,0.691176471,0.176470588,2008
000256262300001,68,1.617647059,0.838235294,2008
000260472100007,68,0.882352941,2.102941176,2008
000275124700005,68,1.411764706,1.691176471,2010
000285626000015,68,0.352941176,1.75,2011
000305680700001,68,0.470588235,1.573529412,2012
000308581700027,68,0.764705882,1.455882353,2012
000168269300006,67,2.089552239,0.597014925,2001
000181238300007,67,1.417910448,0.059701493,2003
000184618700001,67,1.373134328,0.223880597,2003
000226459600021,67,1.074626866,1.044776119,2005
000226874500003,67,1.134328358,0.940298507,2005
000228469000006,67,0.492537313,0.597014925,2005
000230603800008,67,3.179104478,2.223880597,2005
000234490500001,67,0.417910448,0.791044776,2006
000236707300023,67,0.835820896,1.253731343,2006
000243169700005,67,1.731343284,1.134328358,2006
000253831700006,67,1.880597015,0.791044776,2007
000267144200004,67,0.597014925,1.955223881,2009
000272893300002,67,0.223880597,0.149253731,2010
000278191000004,67,0.492537313,0.746268657,2010
000283565500015,67,2.895522388,1.940298507,2010
000288514600022,67,1.373134328,1.776119403,2011
000295458700007,67,1.358208955,3,2011
000306455700011,67,2.597014925,5.71641791,2012
000329915300006,67,1.014925373,2.029850746,2014
000330622600021,67,2.432835821,1.865671642,2014
000174520000001,66,0.848484848,0.439393939,2002
000184989800002,66,1.166666667,0.333333333,2003
000185929100003,66,2.606060606,1.045454545,2003
000187351000003,66,0.590909091,0.803030303,2004
000220664600004,66,2,0.712121212,2004
000230659100004,66,1.272727273,0.833333333,2005
000234932600011,66,1.242424242,1.393939394,2006
000237499600004,66,2.848484848,0.53030303,2006
000249522000012,66,0.863636364,0.318181818,2007
000263935100011,66,1.666666667,1.378787879,2009
000286687300001,66,2.378787879,5.075757576,2011
000287623000008,66,0.181818182,0.121212121,2010
000313121300019,66,1.409090909,2.227272727,2013
000087297400004,65,1.984615385,0.384615385,2000
000167170600003,65,4.061538462,4.907692308,2001
000176415400005,65,1.738461538,2.415384615,2002
000186848400019,65,0.476923077,0.153846154,2003
000229628500006,65,1.861538462,1.815384615,2005
000243471400012,65,2.430769231,1.507692308,2007
000245634100010,65,0.676923077,0.030769231,2007
000260447800010,65,0.507692308,1.292307692,2008
000267144200002,65,0.646153846,0.338461538,2009
000278267100019,65,2.107692308,1.615384615,2010
000290267500002,65,1,4.276923077,2011
000293114600006,65,2.215384615,0.092307692,2011
000305105700002,65,1.815384615,1.492307692,2012
000330622600048,65,1.061538462,3.384615385,2014
000343609900008,65,0.769230769,1.661538462,2014
000165654300005,64,2.65625,0.890625,2000
000181238300006,64,0.828125,0.84375,2003
000220275600001,64,0.765625,0.265625,2004
000234603800012,64,0.921875,1.234375,2006
000260903700001,64,1.96875,5.796875,2008
000269907800008,64,1.046875,2.703125,2009
000281616200009,64,1.1875,2.859375,2010
000311898400004,64,0.453125,1.546875,2012
000313711500008,64,0.296875,1.71875,2013
000335583800011,64,1.546875,2.71875,2014
000336838000007,64,0.734375,0.609375,2014
000180106500004,63,2.079365079,2.619047619,2003
000226508300004,63,3.031746032,0.253968254,2005
000253203200001,63,1.46031746,0.365079365,2008
000254939600011,63,1.142857143,1.714285714,2008
000285915000008,63,1.666666667,2.047619048,2011
000305105700006,63,0.428571429,1.19047619,2012
000306758600001,63,1.285714286,0.412698413,2012
000318340400104,63,0.904761905,2.587301587,2013
000323388100012,63,1.619047619,1.507936508,2013
000339066500008,63,2.26984127,1.968253968,2014
000176998300002,62,2.322580645,0.629032258,2002
000238967100017,62,1.14516129,2.322580645,2006
000239300600005,62,0.838709677,0.64516129,2006
000241688900006,62,0.838709677,1.306451613,2006
000245605100019,62,1.306451613,1.612903226,2007
000246285200003,62,2.612903226,2.467741935,2006
000246678500003,62,2.016129032,1.564516129,2007
000252161000011,62,0.822580645,0.516129032,2008
000258582600011,62,1.274193548,2.032258065,2008
000264413100017,62,0.483870968,0.870967742,2009
000269075100003,62,1.112903226,2.274193548,2009
000278543600022,62,4.016129032,1.516129032,2010
000280019100004,62,0.790322581,3.016129032,2010
000289792600008,62,3.870967742,0.919354839,2011
000298298600003,62,0.403225806,2.338709677,2012
000305592000023,62,2.677419355,4.467741935,2012
000351284600166,62,0.85483871,2.274193548,2015
000378676000036,62,0.193548387,1.241935484,2016
000386869800040,62,0.709677419,2.903225806,2016
000172581500004,61,4.62295082,3.163934426,2001
000174552900003,61,0.770491803,1.147540984,2002
000175956700002,61,0.786885246,1.426229508,2001
000176858700005,61,0.508196721,0.196721311,2002
000181204500054,61,0.459016393,0.016393443,2002
000221677200018,61,1.081967213,0.868852459,2004
000222501800011,61,0.836065574,1.032786885,2004
000234283500005,61,1.098360656,1.540983607,2006
000235268600004,61,0.803278689,1.606557377,2006
000239300600008,61,2,1.081967213,2006
000240477000011,61,2.885245902,2.360655738,2006
000242994600004,61,1,0.442622951,2007
000248690500003,61,0.540983607,1.786885246,2007
000257920900006,61,2.737704918,2.459016393,2008
000260484000014,61,1.442622951,0.131147541,2008
000262496700003,61,1.557377049,2.803278689,2009
000264629200005,61,0.459016393,0.049180328,2009
000281230600006,61,2.229508197,3.131147541,2010
000293512100024,61,0.540983607,0.081967213,2011
000313236200092,61,1.295081967,1.836065574,2012
000356742800001,61,0.442622951,5.262295082,2015
000089192900004,60,1.25,0.9,2000
000167305100023,60,1.016666667,1.1,2001
000169707100006,60,0.45,0.75,2001
000170846300005,60,1.216666667,0.166666667,2001
000170851900005,60,0.95,2.533333333,2001
000176276900006,60,1.25,0.7,2002
000178687300001,60,2.616666667,1.433333333,2002
000208280300002,60,0.333333333,0.383333333,2003
000234603700010,60,0.9,0.8,2006
000235833900006,60,1.233333333,4.216666667,2005
000240477000001,60,1.133333333,3.866666667,2006
000248142600009,60,1.15,0.133333333,2007
000248943100007,60,1.383333333,1.45,2007
000250151300002,60,0.866666667,1.466666667,2007
000254267500002,60,1.216666667,0.783333333,2008
000254443400026,60,1.133333333,1.583333333,2008
000254939600007,60,3.266666667,0.95,2008
000259374300010,60,2.216666667,2.983333333,2008
000260484000005,60,1.233333333,2.266666667,2008
000266914500005,60,1.3,2.316666667,2009
000269357700037,60,1.9,2.666666667,2009
000280947400006,60,0.366666667,1.3,2010
000281616200019,60,2.333333333,2.616666667,2010
000287772000003,60,0.533333333,2.233333333,2011
000296473400002,60,0.183333333,0.45,2011
000309306000038,60,0.533333333,1.2,2012
000316326000004,60,0.8,0.5,2013
000347732300036,60,0.5,0.9,2015
000382740200001,60,0.166666667,1.3,2016
000166468700004,59,4.677966102,2.796610169,2000
000173147500002,59,1.593220339,1.576271186,2001
000178533100005,59,0.898305085,0.491525424,2002
000178621600007,59,0.813559322,0.271186441,2002
000183162900017,59,0.491525424,0.86440678,2003
000184952600005,59,0.762711864,0,2003
000222338700022,59,0.983050847,0.847457627,2004
000226575400005,59,0.694915254,0.949152542,2005
000243838500010,59,0.93220339,2.169491525,2007
000249149900007,59,2.203389831,2.203389831,2007
000262897100018,59,1.016949153,1.610169492,2009
000316326000005,59,0.728813559,0.423728814,2013
000349423300005,59,0.169491525,0.93220339,2015
000353654600002,59,1.93220339,0.728813559,2015
000355858200008,59,1.830508475,0.491525424,2015
000183232300013,58,0.724137931,0,2003
000220003600002,58,0.655172414,1.017241379,2004
000222071100008,58,0.689655172,1.206896552,2004
000222501800012,58,1.465517241,1.051724138,2004
000234684500025,58,1.431034483,1.25862069,2006
000235574500002,58,0.724137931,0.017241379,2005
000250675500007,58,0.706896552,3.931034483,2008
000251377600002,58,2.810344828,2.068965517,2007
000271989600004,58,0.862068966,5.775862069,2009
000278177700006,58,0.568965517,2.482758621,2010
