ut,n_cits,depth,dependence,pub_year
000302478200008,42,0.5,1.119047619,2012
000303060800092,42,0.571428571,1.214285714,2012
000325930600014,42,1.571428571,4.80952381,2013
000329319200010,42,1.095238095,5.476190476,2014
000331559800002,42,1.095238095,3.214285714,2014
000335581500002,42,0.547619048,1.857142857,2014
000339603400015,42,0.928571429,2.761904762,2014
000363351700024,42,4.333333333,5.166666667,2015
000167193800001,41,0.902439024,0.56097561,2001
000170653400005,41,1.219512195,0.170731707,2001
000175172000003,41,1.829268293,2.097560976,2002
000175497500008,41,0.902439024,1,2002
000177329800008,41,2.073170732,1.292682927,2002
000178380300002,41,0.804878049,0.463414634,2002
000180326200003,41,2.487804878,2.463414634,2002
000185667100001,41,0.512195122,0.146341463,2003
000186047400012,41,0.853658537,1.829268293,2003
000187756400001,41,1.780487805,1.292682927,2003
000188241500008,41,0.682926829,0.317073171,2004
000188756500010,41,1.024390244,0.87804878,2004
000221545400001,41,1.12195122,0.853658537,2004
000223317300005,41,0.951219512,1.414634146,2004
000225323100011,41,1.536585366,5.292682927,2005
000230867600005,41,0.707317073,0.56097561,2005
000231640600006,41,1.87804878,0.902439024,2005
000234381600003,41,1.365853659,4.585365854,2005
000240477700012,41,0.268292683,0.756097561,2006
000241107500004,41,0.707317073,1.097560976,2006
000245453300008,41,1.43902439,2.487804878,2007
000245760200096,41,1.170731707,1.170731707,2007
000252808500010,41,1.024390244,1.951219512,2008
000253257900006,41,1.048780488,1.975609756,2008
000255362000003,41,1,2.170731707,2008
000274926000014,41,0.682926829,0.634146341,2010
000276007900001,41,1.585365854,2.902439024,2010
000276030200020,41,0.536585366,1.975609756,2010
000278543600001,41,1.146341463,0.951219512,2010
000279151600008,41,0.87804878,2.829268293,2010
000284511000006,41,1,2.219512195,2011
000285428000015,41,1.317073171,3.975609756,2011
000289792600009,41,1.634146341,1.365853659,2011
000290580600002,41,0.682926829,1.731707317,2011
000291734100029,41,0.365853659,1.097560976,2011
000299567700002,41,1.073170732,0.682926829,2011
000305170900005,41,0.658536585,2.658536585,2012
000323389100008,41,2.097560976,0.87804878,2013
000340780300025,41,0.975609756,3.390243902,2014
000347656500004,41,0.902439024,0.317073171,2015
000358900000001,41,1.243902439,1.146341463,2015
000086383200002,40,0.525,0.325,2000
000089361300019,40,0.5,0.1,2000
000177329800006,40,1.425,1.425,2002
000178380300001,40,0.725,0.725,2002
000178380300003,40,2.675,2.85,2002
000186543300023,40,0.975,1.5,2003
000207459800031,40,0.6,0.65,2007
000220038000005,40,0.875,0.1,2004
000227103100022,40,2.2,1.925,2005
000230086700006,40,1.475,0.775,2005
000232418400009,40,2.325,3.275,2005
000233172500013,40,0.975,0,2005
000244509600010,40,0.3,0.3,2007
000250130200021,40,0.55,1,2007
000255107300033,40,0.15,0.15,2008
000258612400002,40,0.35,0.85,2008
000269181900010,40,1.9,0.75,2009
000273952700008,40,0.45,0.575,2010
000274038400009,40,2.825,3.05,2010
000278543600018,40,2.925,2.9,2010
000280274400015,40,2.425,3.475,2010
000280947400024,40,1.125,1.775,2010
000286496200010,40,0.9,1.175,2011
000290224800010,40,0.85,1.525,2011
000291122800011,40,0.95,2.15,2011
000294839700014,40,0.95,1.55,2011
000300562400002,40,1.35,4.2,2011
000302294700028,40,1.925,2.925,2012
000317196900013,40,1.15,3.075,2013
000323601500023,40,1.175,3.05,2013
000326328500002,40,1.175,3.075,2013
000330648100038,40,0.2,0.675,2014
000331431900020,40,0.625,1.825,2014
000353338000034,40,0.6,0.675,2015
000381274300005,40,0.45,3.225,2016
000391851300005,40,0.1,0.275,2017
000165779300003,39,0.128205128,0.487179487,2000
000174595900014,39,0.615384615,0.384615385,2002
000181156200016,39,1.025641026,0.820512821,2003
000222501800018,39,2.051282051,2.051282051,2004
000223407100007,39,1.538461538,3.769230769,2004
000225176600007,39,1.076923077,0.58974359,2004
000230086700007,39,0.948717949,0,2005
000232045000007,39,1.076923077,2.051282051,2005
000232418400006,39,0.358974359,0.102564103,2005
000237372300011,39,2.564102564,0.384615385,2006
000239646300002,39,1.384615385,3.948717949,2006
000252423000006,39,1.58974359,0.358974359,2008
000263645900001,39,0.564102564,0.615384615,2009
000267144200005,39,0.615384615,1.333333333,2009
000268908100002,39,0.512820513,0.666666667,2009
000269050900001,39,0.41025641,1.205128205,2009
000275557200002,39,1.307692308,1.307692308,2010
000281011400010,39,2.897435897,2.794871795,2010
000287665900007,39,1.564102564,1.948717949,2011
000288525000002,39,0.666666667,1.948717949,2011
000292484800007,39,0.435897436,0.102564103,2011
000292579300006,39,0.333333333,0.948717949,2011
000297249800018,39,0.615384615,0.769230769,2011
000299088900022,39,0.820512821,1.58974359,2012
000306873200006,39,0.615384615,1.256410256,2011
000335582300018,39,2.743589744,1.487179487,2014
000339040600059,39,0.282051282,0.717948718,2014
000342228300007,39,0.58974359,5.102564103,2014
000346214900017,39,0.58974359,0.58974359,2015
000404505700004,39,0.153846154,0.051282051,2017
000085016800002,38,2.078947368,2.342105263,2000
000088918500001,38,0.894736842,0.236842105,2000
000089976100068,38,1.052631579,1.078947368,2000
000167198000001,38,1.105263158,1.078947368,2001
000168544300017,38,1.263157895,2.157894737,2001
000172846700011,38,1.315789474,0.631578947,2001
000176002200029,38,0.210526316,0.342105263,2002
000178903800002,38,0.315789474,0.763157895,2002
000181682800002,38,0.5,0.210526316,2003
000220003600006,38,0.789473684,0.078947368,2004
000228634800003,38,0.657894737,2.184210526,2005
000228999100008,38,2.421052632,1.263157895,2005
000234317100004,38,0.736842105,0.552631579,2006
000236582400001,38,0.763157895,0.710526316,2006
000239470400004,38,0.263157895,0.078947368,2006
000241220800008,38,1.289473684,0.342105263,2006
000247078400003,38,1.421052632,1,2007
000249724800020,38,1.763157895,0.763157895,2007
000253831900004,38,1.263157895,1.078947368,2007
000257170200006,38,1.342105263,5.710526316,2008
000257920900004,38,0.973684211,2.210526316,2008
000268019900003,38,1.447368421,2.552631579,2009
000272631100003,38,0.894736842,5.973684211,2010
000272700400002,38,1.5,2.552631579,2009
000274725400001,38,0.736842105,2.052631579,2009
000275124700007,38,0.526315789,3.289473684,2010
000275124700011,38,0.552631579,0.684210526,2010
000275124700012,38,1.078947368,1.5,2010
000280861900001,38,1.263157895,5.368421053,2010
000288751500019,38,1.131578947,1,2010
000293172900036,38,0.289473684,0.552631579,2011
000301456400008,38,0.657894737,1.157894737,2012
000302478200019,38,1.210526316,0.789473684,2012
000303660100001,38,0.684210526,4.789473684,2012
000306547000026,38,1.736842105,1.473684211,2012
000306758600002,38,1.368421053,1.157894737,2012
000308268300001,38,0.763157895,0.026315789,2012
000308733800006,38,0.184210526,0.315789474,2012
000326334500145,38,0.394736842,0.657894737,2013
000331559800024,38,0.947368421,3.368421053,2014
000350837800010,38,0.684210526,5.289473684,2015
000351395800007,38,0.947368421,3.210526316,2015
000353853200002,38,2.473684211,3.157894737,2015
000167309100001,37,4.540540541,3.297297297,2001
000171936400015,37,0.540540541,1.567567568,2001
000175479100003,37,0.378378378,0.756756757,2002
000176374100012,37,1.567567568,1.243243243,2002
000176441200017,37,0.486486486,0.324324324,2002
000178465100033,37,1.081081081,0.351351351,2002
000180407200004,37,3.351351351,6.675675676,2002
000180908300039,37,1.459459459,0.162162162,2003
000223282100006,37,1.864864865,2.702702703,2004
000223652900003,37,0.675675676,1.081081081,2004
000225207100002,37,1.054054054,0,2004
000225799300005,37,1.756756757,0.567567568,2005
000227069800005,37,1.108108108,0.216216216,2005
000228999100009,37,1.297297297,0.864864865,2005
000233752600010,37,1.108108108,0.72972973,2005
000234603800010,37,0.486486486,0.648648649,2006
000235634200013,37,2.945945946,0,2006
000238639800014,37,0.918918919,0.432432432,2006
000252161800002,37,0.324324324,0.135135135,2008
000256167400012,37,2.297297297,5.351351351,2008
000256779500011,37,1.594594595,3.756756757,2008
000260003800001,37,1.216216216,1.351351351,2008
000260484000004,37,2.702702703,2.594594595,2008
000262363900011,37,6.864864865,3.513513514,2009
000262496700006,37,1.432432432,2.027027027,2009
000268641300003,37,3.378378378,0.837837838,2009
000270096000002,37,0.891891892,1.891891892,2009
000270979000009,37,1.486486486,0.324324324,2009
000272588200022,37,1.081081081,6.459459459,2010
000276952200001,37,3.918918919,2.432432432,2010
000278249000043,37,0.918918919,0.648648649,2010
000289486100004,37,1.378378378,3.378378378,2011
000292210400010,37,1.540540541,0.27027027,2011
000295575500001,37,0.918918919,0.27027027,2011
000297702700001,37,0.27027027,0.162162162,2011
000301364100016,37,1.027027027,5.378378378,2012
000306547000007,37,1.351351351,3.405405405,2012
000314486400009,37,0.594594595,2.027027027,2013
000342378600001,37,0.594594595,0.594594595,2014
000345204000044,37,0.297297297,1.162162162,2014
000350002700001,37,0.135135135,0.081081081,2015
000360907400013,37,0.648648649,2.054054054,2015
000367612600015,37,0.540540541,2.621621622,2015
000089485700010,36,1.583333333,0.416666667,2000
000166033800002,36,0.722222222,1.472222222,2000
000168421800007,36,1.138888889,1.166666667,2001
000174457100005,36,0.5,1.305555556,2002
000185836500002,36,0.861111111,1.527777778,2003
000220048100005,36,0.527777778,1.416666667,2004
000222736100009,36,2.361111111,1.527777778,2004
000229328700004,36,1.222222222,2.222222222,2005
000239300600011,36,1.527777778,1.583333333,2006
000239415000006,36,0.555555556,0.361111111,2006
000244509600003,36,1.277777778,0.777777778,2007
000245660200001,36,1.444444444,2.083333333,2007
000252423000005,36,1.5,3.027777778,2008
000253401200013,36,0.722222222,0.666666667,2008
000260903700012,36,2.722222222,2.361111111,2008
000261950100009,36,1.166666667,1.444444444,2009
000262424900002,36,1.027777778,2.972222222,2009
000262496700002,36,2.861111111,0.555555556,2009
000270365200002,36,0.361111111,0.722222222,2009
000272631100012,36,0.527777778,4.555555556,2010
000274958400003,36,0.833333333,3.166666667,2010
000275417400008,36,0.777777778,3.972222222,2010
000276499500015,36,1.888888889,0.666666667,2010
000276783500002,36,0.277777778,1.222222222,2010
000284888600006,36,1.472222222,1.194444444,2011
000288142600005,36,0.805555556,4.055555556,2011
000296524200016,36,0.916666667,0.916666667,2011
000300070000001,36,0.305555556,1.222222222,2012
000304827700017,36,1.222222222,0.611111111,2012
000310761600005,36,1.555555556,2.5,2012
000311821000037,36,1.166666667,2.138888889,2012
000317717300043,36,0.055555556,2.166666667,2013
000317799000010,36,1.25,3.138888889,2013
000322593400007,36,1.5,2.305555556,2013
000331559800037,36,0.472222222,1.833333333,2014
000334841300003,36,1.083333333,2,2014
000345527400016,36,0.777777778,2.888888889,2014
000352651200010,36,0.75,1.333333333,2015
000352995000012,36,0.305555556,2.138888889,2015
000362188600003,36,0.583333333,1.666666667,2015
000087812000003,35,0.914285714,2.857142857,2000
000088486400008,35,0.771428571,0.4,2000
000169455900029,35,0.342857143,0.285714286,2001
000170846300003,35,2.714285714,0.257142857,2001
000173014800002,35,0.942857143,0.028571429,2001
000174407200008,35,1.4,1.342857143,2002
000177198700001,35,1.885714286,0.142857143,2002
000177921100001,35,0.485714286,0.171428571,2002
000179514500005,35,0.771428571,0.428571429,2002
000181374400001,35,0.628571429,0,2003
000182054700010,35,0.285714286,0,2003
000183438900006,35,1.371428571,1.171428571,2003
000222501800020,35,0.942857143,1.142857143,2004
000227403800009,35,1.342857143,0.657142857,2005
000228092900009,35,1.2,0.028571429,2005
000232244800003,35,0.857142857,1.457142857,2005
000238519600004,35,1.742857143,2.542857143,2006
000239300600012,35,2.171428571,4.971428571,2006
000243103300001,35,0.657142857,0.685714286,2006
000245943600002,35,2.085714286,0.942857143,2007
000246379200004,35,0.314285714,1.485714286,2007
000248059900009,35,0.714285714,0.457142857,2007
000249135100005,35,1.057142857,2.714285714,2007
000252409300001,35,0.4,1,2007
000252554200006,35,1.542857143,1.371428571,2007
000256779500008,35,3,1.685714286,2008
000256839600009,35,0.6,2.457142857,2008
000259374300006,35,0.685714286,0.8,2008
000260045300007,35,0.285714286,1.171428571,2008
000261950100001,35,1.342857143,1,2009
000265242500010,35,0.485714286,1.171428571,2009
000266425100001,35,0.771428571,1.457142857,2009
000270344000009,35,0.428571429,1.285714286,2009
000272631100008,35,1,2.285714286,2010
000274111600001,35,0.514285714,2.571428571,2010
000274727800002,35,0.342857143,1.685714286,2010
000282169600001,35,0.371428571,1.8,2010
000284393800002,35,0.485714286,1.428571429,2011
000293064100005,35,1,2.2,2011
000294393600001,35,1.285714286,2.8,2011
000294839700010,35,0.428571429,3.342857143,2011
000306837100053,35,0.828571429,0.428571429,2012
000308581700003,35,1.228571429,1.4,2012
000308645500021,35,0.771428571,1.171428571,2012
000309477000021,35,1.142857143,4.4,2012
000318377100004,35,1.114285714,1.571428571,2013
000327920400017,35,0.685714286,3.171428571,2013
000334569400006,35,1.228571429,0.6,2014
000349770500006,35,1.6,2.542857143,2015
000359492300078,35,0.371428571,4.857142857,2015
000374474300012,35,2.085714286,3.771428571,2016
000378777500023,35,0.4,1.714285714,2016
000084513300007,34,1.029411765,0.911764706,2000
000088865500004,34,0.705882353,1.029411765,2000
000167208800005,34,1.176470588,2.264705882,2001
000177745700010,34,1.176470588,1.705882353,2002
000179949400009,34,0.852941176,0.117647059,2002
000180326100006,34,0.5,3.294117647,2003
000184240100002,34,0.382352941,0.647058824,2003
000187036300005,34,1.5,8,2003
000188960800006,34,1.617647059,1.735294118,2004
000221389600006,34,1.705882353,1.235294118,2004
000225424900002,34,0.911764706,0.117647059,2004
000228222900016,34,0.558823529,0.147058824,2005
000229005500002,34,1.147058824,1.029411765,2005
000230086700008,34,1.441176471,0.735294118,2005
000230662300002,34,0.5,2.147058824,2005
000231798300007,34,1.176470588,1.147058824,2005
000234322500006,34,1.058823529,1.029411765,2005
000235574500003,34,0.705882353,0.676470588,2005
000239941700003,34,1.029411765,2.294117647,2006
000241107500003,34,0.823529412,0.264705882,2006
000244509600012,34,0.411764706,2.235294118,2007
000246285500006,34,1.058823529,2.705882353,2006
000247139300003,34,1.323529412,0.705882353,2007
000247577500014,34,0.588235294,1.058823529,2007
000251305800008,34,0.941176471,0.470588235,2007
000253251500014,34,0.794117647,1.705882353,2008
000253722200003,34,0.647058824,0.852941176,2008
000253831700004,34,1.647058824,2.382352941,2007
000259374300003,34,1.441176471,0.705882353,2008
000259382900010,34,2.470588235,2.294117647,2008
000262424900015,34,0.470588235,3.970588235,2009
000262496700005,34,1.794117647,0.823529412,2009
000263213500005,34,0.588235294,0.323529412,2008
000265212300021,34,4.764705882,4.676470588,2009
000266303800002,34,1.176470588,1.970588235,2009
000266303800016,34,1.705882353,5.323529412,2009
000266914500009,34,0.882352941,1.617647059,2009
000268641100001,34,0.941176471,4.529411765,2009
000275417400002,34,0.852941176,0.941176471,2010
000276707100016,34,0.294117647,2,2010
000278543600025,34,2.411764706,1.735294118,2010
000285428000001,34,1,3.5,2011
000286627500013,34,0.941176471,2.205882353,2011
000286824800004,34,1.470588235,1.676470588,2011
000286910500013,34,0.617647059,0.352941176,2011
000291122800012,34,0.617647059,3.352941176,2011
000292333600001,34,1.147058824,2.088235294,2011
000296821200013,34,0.764705882,3.029411765,2011
000299088900018,34,1.029411765,2.970588235,2012
000302158800007,34,2.088235294,2.852941176,2012
000303195200005,34,0.676470588,2.176470588,2012
000305105700005,34,1.029411765,2.558823529,2012
000313711500017,34,0.411764706,1.294117647,2013
000320401500012,34,0.294117647,3.176470588,2013
000340569800011,34,0.588235294,1.588235294,2014
000345527400014,34,1.441176471,1.588235294,2014
000352253000021,34,0.647058824,2.147058824,2015
000355858200002,34,0.352941176,2.823529412,2015
000380043200014,34,1.441176471,4.117647059,2016
000175337700005,33,0.848484848,0.272727273,2002
000176132400002,33,0.818181818,2.272727273,2002
000179407900008,33,1.060606061,2.909090909,2002
000180595000006,33,0.303030303,0.757575758,2003
000182688800003,33,1.303030303,1.363636364,2002
000224460100008,33,0.515151515,1.696969697,2004
000224460100010,33,0.393939394,1.484848485,2004
000225799300007,33,0.818181818,1.96969697,2005
000226242000001,33,0.96969697,0.272727273,2004
000227877600006,33,0.575757576,0.424242424,2005
000234186300037,33,0.575757576,2.727272727,2005
000235506600003,33,0.909090909,0.727272727,2006
000235996000041,33,0.272727273,1.393939394,2006
000236750500013,33,0.545454545,1.151515152,2006
000238967100006,33,1.272727273,2,2006
000238967100015,33,1.666666667,3.424242424,2006
000239300600007,33,0.909090909,0.454545455,2006
000239300600010,33,1.242424242,1.212121212,2006
000241095700002,33,0.363636364,2.454545455,2006
000243471400009,33,0.454545455,0.515151515,2007
000244509600015,33,0.96969697,2.090909091,2007
000244870200001,33,1.363636364,1.545454545,2006
000247901200018,33,3.393939394,2.939393939,2007
000250966600001,33,0.272727273,0.090909091,2007
000256839600002,33,1.606060606,0.212121212,2008
000257385000007,33,0.696969697,2.090909091,2008
000261986100005,33,0.515151515,2.484848485,2009
000262553600009,33,0.303030303,1.515151515,2009
000263935100002,33,0.939393939,4.424242424,2009
000266229800002,33,0.727272727,1.575757576,2009
000270281700007,33,0.96969697,1.060606061,2009
000270979000018,33,0.090909091,0.727272727,2009
000276499500001,33,1.212121212,2,2010
000276952200015,33,3.878787879,3.757575758,2010
000278543600023,33,2.848484848,1,2010
000279259900017,33,0.696969697,0.848484848,2010
000281616200015,33,1.636363636,2.606060606,2010
000283679300011,33,1.393939394,1.212121212,2010
000286376300013,33,0.060606061,0.757575758,2010
000287181300006,33,0.848484848,1.484848485,2011
000288407300012,33,1.303030303,1.333333333,2011
000288877000009,33,1.636363636,0.848484848,2011
000292210200008,33,0.666666667,1.575757576,2011
000296524200002,33,0.545454545,1.818181818,2011
000298594800023,33,0.606060606,1.090909091,2011
000302370400003,33,1.060606061,2,2012
000306547000013,33,0.454545455,3.787878788,2012
000307607000007,33,0.636363636,2.181818182,2012
000313121300024,33,1.424242424,2.636363636,2013
000313869000004,33,0.181818182,0.727272727,2013
000323859700020,33,2.878787879,5.939393939,2013
000328834300001,33,1.787878788,3.242424242,2013
000330622600043,33,0.787878788,3.181818182,2014
000336905900006,33,0.666666667,1.606060606,2014
000341227300015,33,0.303030303,0.363636364,2014
000351640700013,33,0.515151515,2.787878788,2015
000365130100023,33,0.121212121,0.787878788,2015
000397676800001,33,0.545454545,1.696969697,2017
000086511800005,32,1.5,0.40625,2000
000166478800002,32,0.875,1.875,2001
000169779500002,32,0.53125,1.34375,2001
000178224000003,32,1.78125,1.46875,2001
000181728100022,32,0.28125,0.25,2003
000182803600006,32,1.71875,1.59375,2003
000183516500003,32,0.9375,2.15625,2003
000184989800009,32,1.21875,0.09375,2003
000187347600007,32,0.53125,5.65625,2003
000209568700008,32,0.46875,1.3125,2014
000220386400006,32,1.40625,0.78125,2004
000228814600015,32,0.8125,0.90625,2005
000237794100001,32,0.59375,0.625,2006
000238130500003,32,1.75,0.9375,2006
000238831400004,32,0.75,0.96875,2006
000238967100013,32,1.28125,0.8125,2006
000240997000021,32,1.3125,1.09375,2006
000241279200006,32,1.53125,2.90625,2006
000244669700006,32,0.65625,1,2007
000245587100006,32,1.21875,0.90625,2007
000260842700001,32,1.59375,0.5625,2008
000265778100006,32,2.125,0.65625,2009
000272631100014,32,1.3125,3.375,2010
000273270700006,32,1.15625,1.53125,2009
000278695500002,32,1.25,0.625,2010
000280545500032,32,0.75,0,2010
000280989200003,32,0.6875,1.9375,2010
000283090300014,32,0.78125,1.9375,2010
000285626000019,32,1.40625,3.5625,2011
000286674400009,32,0.8125,1.09375,2011
000288154700001,32,0.15625,1.5,2011
000289106900012,32,1.1875,0.40625,2011
000292537200005,32,0.625,4.0625,2011
000294255200009,32,0.875,2.75,2011
000295458700011,32,0.375,2.21875,2011
000296474400014,32,0.625,2.46875,2011
000301168700006,32,0.40625,1.75,2012
000301188500014,32,1.125,2.1875,2012
000302112400005,32,0.9375,1,2012
000305640500011,32,1,1.875,2012
000307517500015,32,0.53125,1.375,2012
000311855900004,32,0.5,2.4375,2013
000313236200025,32,1.28125,1.15625,2012
000313711500019,32,0.46875,2.625,2013
000322870300001,32,0.5625,1.5,2013
000326557600004,32,0.84375,5.40625,2013
000327281800004,32,0.5625,0.78125,2013
000327920400006,32,0.6875,4.625,2013
000335583300011,32,3.46875,1.6875,2014
000335587000010,32,1.25,1.34375,2014
000338118900036,32,0,0.1875,2014
000345627300012,32,0.75,1.09375,2014
000356309800002,32,1.3125,2.53125,2015
000359021200013,32,1.3125,1.71875,2015
000363125400044,32,0.53125,3.03125,2015
000368340100016,32,0.53125,0.875,2016
000407793000001,32,0.15625,7.03125,2017
000167603300011,31,0.548387097,1.129032258,2000
000169965000025,31,0.677419355,0.677419355,2001
000173884600004,31,2.032258065,0.451612903,2002
000174044500004,31,1.258064516,1.516129032,2002
000174467300001,31,0.548387097,0.096774194,2002
000175165600011,31,1.096774194,1.129032258,2002
000178608500006,31,1.193548387,0.677419355,2002
000183140000001,31,0.870967742,0.709677419,2003
000184618700003,31,1.870967742,4.225806452,2003
000185327400011,31,1,1.322580645,2003
000185548700001,31,1.096774194,0.580645161,2003
000186767700038,31,1.580645161,0.838709677,2003
000186999600014,31,1.451612903,1.290322581,2003
000188555400038,31,0.548387097,0.580645161,2004
000189214200004,31,1.096774194,1.225806452,2004
000203013100013,31,0.225806452,0.193548387,2004
000222559100005,31,0.516129032,1.322580645,2004
000223177700005,31,1,0.032258065,2004
000223577500006,31,0.483870968,1.419354839,2004
000223919400003,31,1.129032258,0.225806452,2004
000225797100006,31,0.870967742,0.516129032,2004
000227501700009,31,1.258064516,1.548387097,2005
000228238700002,31,0.483870968,1.064516129,2005
000231207900004,31,0.64516129,1.322580645,2005
000232418400007,31,0.870967742,1.580645161,2005
000234603800001,31,0.451612903,1.193548387,2006
000237936600001,31,2.258064516,2.548387097,2006
000239672100007,31,0.774193548,1.580645161,2006
000240315600005,31,1,0.387096774,2006
000240391500001,31,0.387096774,0.677419355,2006
000242090100007,31,1.032258065,0.774193548,2006
000245453300003,31,0.580645161,0.322580645,2007
000246379300006,31,1.35483871,4.548387097,2007
000249370400024,31,0.870967742,1.806451613,2007
000251377600006,31,0.225806452,3.096774194,2007
000253683700004,31,0.451612903,1.741935484,2008
000255094900009,31,1.096774194,2.064516129,2008
000258359900003,31,0.35483871,1.225806452,2008
000259595900002,31,0.64516129,2.419354839,2008
000260112400003,31,0.419354839,3.387096774,2008
000260320100008,31,0.967741935,2.096774194,2008
000262686700003,31,1.258064516,1.387096774,2009
000264452400008,31,0.677419355,4.096774194,2009
000265350900015,31,1.838709677,1.516129032,2009
000265506000003,31,1.096774194,2.290322581,2009
000265846100001,31,1.129032258,1.096774194,2009
000268019900011,31,1.483870968,2.903225806,2009
000270203100005,31,0.903225806,1.419354839,2009
000271235800001,31,0.483870968,0.612903226,2009
000272631100006,31,0.967741935,2.612903226,2010
000274111600008,31,0.64516129,1.838709677,2010
000274329900009,31,0.516129032,0.774193548,2010
000275162200004,31,4.548387097,4.838709677,2010
000275515500007,31,0.870967742,2.35483871,2010
000275520500004,31,0.419354839,0.806451613,2010
000278543600019,31,0.64516129,3.290322581,2010
000279227100012,31,1.096774194,1.35483871,2010
000285626000020,31,1.612903226,3.064516129,2011
000286437700001,31,0.967741935,1.483870968,2011
000286496200007,31,0.322580645,0.548387097,2011
000286545100009,31,0.290322581,2.387096774,2011
000289418900003,31,1.225806452,0.580645161,2011
000289667300021,31,1.612903226,2.290322581,2011
000291032500015,31,0.225806452,1.35483871,2011
000292210200019,31,1,1.516129032,2011
000292926600001,31,0.161290323,0.419354839,2011
000293064100004,31,1.451612903,5.096774194,2011
000297303100010,31,1.032258065,4.161290323,2011
000299088900008,31,0.483870968,0.677419355,2012
000299569100001,31,1.322580645,0.322580645,2011
000301038300001,31,0.903225806,2.580645161,2012
000302157900016,31,2.322580645,3.387096774,2012
000303974900008,31,0.741935484,0.774193548,2012
000306887900015,31,0.709677419,1.774193548,2012
000307730000009,31,0.903225806,1.548387097,2012
000309901700008,31,0.612903226,2.548387097,2012
000313121300005,31,0.709677419,1.483870968,2013
000315524900120,31,0.483870968,2.032258065,2013
000320401500024,31,0.161290323,1.709677419,2013
000323316800022,31,0.903225806,1.387096774,2013
000323388100014,31,0.387096774,1.774193548,2013
000323859700002,31,1.580645161,1.419354839,2013
000324044100003,31,0.451612903,0.870967742,2012
000335583300003,31,1.032258065,3.516129032,2014
000351546100010,31,1.096774194,3.161290323,2015
000361184500002,31,0.193548387,0.774193548,2015
000370255700016,31,0.612903226,3.258064516,2016
000374474300017,31,0.935483871,3.387096774,2016
000084513300006,30,1.3,0.333333333,2000
000086655700010,30,2.133333333,2,2000
000088919400009,30,0.866666667,1,2000
000165569100004,30,0.4,0.033333333,2000
000166017900002,30,1.066666667,0.333333333,2001
000170846300004,30,1.233333333,1.033333333,2001
000179824300004,30,3,4.5,2002
000180724700006,30,0.166666667,0.966666667,2003
000222423100050,30,1.133333333,0.933333333,2004
000226788200023,30,0.8,0.7,2005
000227877600005,30,1.166666667,0.333333333,2005
000232840400001,30,4.433333333,1.866666667,2005
000234534500010,30,0.766666667,1.333333333,2006
000235453400004,30,0.533333333,0.266666667,2006
000236890600006,30,0.633333333,0.966666667,2006
000239747100001,30,1.2,1.366666667,2006
000240032100006,30,0.966666667,2.033333333,2006
000240788200008,30,0.366666667,0.966666667,2006
000243265300003,30,0.866666667,0.833333333,2007
000248059900003,30,0.5,3.033333333,2007
000252735600001,30,0.4,0.333333333,2007
000253974300002,30,1.9,3.266666667,2007
000254363800008,30,1.033333333,3.366666667,2008
000255568500004,30,0.633333333,2.7,2008
000256779500009,30,0.566666667,1.566666667,2008
000257617600002,30,1.6,1.233333333,2008
000259595900003,30,0.3,2.166666667,2008
000261600600021,30,0.366666667,1.366666667,2008
000261954900003,30,0.766666667,1.533333333,2008
000262830700015,30,0.4,1.6,2009
000264154200002,30,0.266666667,0.566666667,2009
000265778100011,30,0.5,1.133333333,2009
000273158000011,30,1.7,4.066666667,2010
000274038400007,30,1,1.433333333,2010
000279533800007,30,1.766666667,1.133333333,2010
000281472600005,30,3.4,2.9,2010
000283524900005,30,0.8,8.433333333,2010
000288025500013,30,0.033333333,1.2,2011
000293064100015,30,1.5,1.7,2011
000294255200010,30,0.5,1.3,2011
000294839200017,30,0.766666667,4.033333333,2011
000302158800003,30,0.766666667,1.966666667,2012
000302821700004,30,0.166666667,1.7,2012
000306758600012,30,1.833333333,4.2,2012
000310964500001,30,0.733333333,2.3,2012
000312553800003,30,1,3.966666667,2013
000320930100032,30,0.733333333,1.8,2013
000328159800024,30,0.6,1.033333333,2013
000330258900009,30,0.4,4,2014
000330280900001,30,3.333333333,5.133333333,2014
000330622600004,30,0.3,1.366666667,2014
000330822300004,30,0.6,1.833333333,2014
000335581500011,30,1.033333333,6.733333333,2014
000340479500006,30,0.233333333,1.633333333,2014
000346611400012,30,0.466666667,2.066666667,2014
000353505100004,30,0.166666667,3.5,2015
000354931700048,30,0.633333333,4.4,2015
000387779200059,30,0.033333333,3,2016
000084513300003,29,0.275862069,1.448275862,2000
000084729900021,29,0.724137931,0.655172414,2000
000085495700003,29,1.931034483,2.137931034,2000
000087223300007,29,0.586206897,0.448275862,2000
000087308800016,29,1.620689655,0.965517241,2000
000088919400006,29,0.586206897,0.172413793,2000
000089361300017,29,1,1.034482759,2000
000167664900007,29,1.137931034,0.586206897,2001
000169631200005,29,0.896551724,2.689655172,2001
000169636000006,29,1.620689655,1.793103448,2001
000169967700019,29,0.517241379,2.034482759,2001
000171804600005,29,0.310344828,0.413793103,2001
000171827100004,29,0.862068966,1.931034483,2002
000172588000002,29,0.586206897,0.586206897,2001
000173591500010,29,1.965517241,3,2002
000174242300003,29,0.551724138,0.551724138,2002
000174381600003,29,0.482758621,0.172413793,2002
000176415400008,29,1.482758621,2.413793103,2002
000183872300002,29,0.620689655,1.275862069,2003
